ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	kɔ̃feʁe	konferire	komfeɾiɾ	kuŋfɨɾiɹ	koːnfɛrrɛ
-	kɔ̃fɛʁv	-	-	-	koːnfɛrwam
-	kɔ̃fɛsœʁ	konfessore	komfesoɾ	kuŋfɨsoɹ	koːnfɛssoːrɛm
-	kɔ̃fiʁ	-	-	-	koːnfɪkɛrɛ
-	kɔ̃fidɑ̃s	-	-	-	koːnfiːdɛntɪam
konfja	kɔ̃fje	konfidare	komfjaɾ	kuŋfiaɹ	koːnfiːdɛrɛ
-	kɔ̃fɛ̃	konfine	komfin	kuŋfiŋ	kɔnfiːnɛm
-	kɔ̃fiʁmasjɔ̃	konfermatsione	komfiɾmaθjon	kuŋfiɾəmɐsɐ̃ʊ̃	koːnfɪrmaːtɪoːnɛm
-	kɔ̃fiske	konfiskare	komfiskaɾ	kuŋfiʃkaɹ	koːnfɪskaːrɛ
-	kɔ̃fɛse	-	komfesaɾ	kuŋfɨsaɹ	koːnfɪteːriː
konflikt	kɔ̃fli	konflitto	komflikto	kuŋflitʊ	koːnflɪktʊm
-	ɡɔ̃fle	ɡonfjare	-	-	koːnflaːrɛ
-	kɔ̃flyɑ̃	-	-	-	koːnflʊɛntɛm
-	kɔ̃flye	konfluire	komfluiɾ	kuŋfluiɹ	koːnflʊɛrɛ
-	kɔ̃fedeʁasjɔ̃	konfederatsione	komfeðeɾaθjon	kuŋfɨdɨɾɐsɐ̃ʊ̃	koːnfɔɪdɛraːtɪoːnɛm
-	-	konfederare	-	-	koːnfɔɪdɛraːrɛ
-	kɔ̃fɔʁm	konforme	komfoɾme	kuŋfɔɾəmɨ	koːnfoːrmɛm
-	kɔ̃fɔʁme	-	-	-	koːnfoːrmaːrɛ
-	kɔ̃fɔʁte	-	-	-	koːnfɔrtaːrɛ
konfunda	kɔ̃fɔ̃dʁ	konfondere	komfundiɾ	kuŋfũŋdiɹ	koːnfʊndɛrɛ
konfuzje	kɔ̃fyzjɔ̃	konfuzione	komfusjon	kuŋfuzɐ̃ʊ̃	koːnfuːsɪoːnɛm
-	kɔ̃fyte	konfutare	komfutaɾ	-	koːnfuːtaːrɛ
-	-	ɡroŋɡo	koŋɡɾio	koŋɡɹʊ	kɔŋɡrʊm
-	kɔ̃ʒɛʁ	-	-	-	kɔŋɡɛrɪɛm
-	kɔ̃ʒ	kondʒo	koŋxjo	koŋʒjʊ	kɔŋɡɪʊm
-	kɔ̃ɡʁeʒe	koŋɡreɡare	koŋɡɾeɣaɾ	kuŋɡɹɨɡaɹ	kɔŋɡrɛɡaːrɛ
-	kɔ̃ɡʁy	-	koŋɡɾuo	-	kɔŋɡrʊʊm
ɨnkonʒuɾa	-	-	-	-	kɔŋɡyraːrɛ
-	kɔ̃ʒyɡe	konjuɡare	koŋxuɣaɾ	kuŋʒuɡaɹ	kɔnɪʊɡaːrɛ
-	kɔ̃ʒwɛ̃dʁ	kondʒundʒere	-	kuŋʒũŋʒiɹ	kɔnɪʊŋɡɛrɛ
-	kɔ̃ʒyʁasjɔ̃	kondʒuratsione	koŋxuɾaθjon	kuŋʒuɾɐsɐ̃ʊ̃	kɔnɪuːraːtɪoːnɛm
-	-	kondʒuratore	-	-	kɔnɪuːraːtoːrɛm
-	-	kondʒurato	-	-	kɔnɪuːraːtʊm
-	kɔ̃ʒyʁe	kondʒurare	koŋxuɾaɾ	kuŋʒuɾaɹ	kɔnɪuːraːrɛ
-	kɔnive	-	-	-	koːniːweːrɛ
-	kɔ̃ʒyɡɛzɔ̃	konjuɡatsione	koŋxuɣaθjon	kuŋʒuɡɐsɐ̃ʊ̃	kɔnjʊɡaːtɪoːnɛm
-	kɔnɛksjɔ̃	konnessione	koneksjon	kunɨksɐ̃ʊ̃	kɔnnɛksɪoːnɛm
-	kanope	konopɛo	-	kunupeʊ	koːnoːpeːʊm
kutʃeɾʲi	kɔ̃keʁiʁ	-	konkeɾiɾ	-	kɔŋkwiːrɛrɛ
-	kɔ̃sɑ̃ɡinite	-	konsaŋɡiniðad	kuŋsɐ̃ŋɡwinidadɨ	koːnsaŋɡwɪnɪtaːtɛm
konʃtijntsə	kɔ̃sjɑ̃s	koʃɛntsa	konsθjɛnθja	kuŋsjeɪŋsjɐ	koːnskɪɛntɪam
-	-	kɔnʃo	-	koŋsiʊ	koːnskɪʊm
-	kɔ̃skʁi	-	-	-	koːnskriːptʊm
-	kɔ̃sekʁasjɔ̃	konsakratsione	-	-	koːnsɛkraːtɪoːnɛm
konsimtsʲ	kɔ̃sɑ̃tiʁ	konsentire	konsentiɾ	kuŋseɪŋtiɹ	koːnsɛntiːrɛ
konsekventsə	kɔ̃sekɑ̃s	konseɡwɛntsa	konsekwɛnθja	kuŋsɨkweɪŋsjɐ	koːnsɛkwɛntɪam
-	-	konseɡwire	konseɣiɾ	kuŋsɨɡiɹ	koːnsɛkwiː
-	kɔ̃sɛʁvasjɔ̃	konservatsione	konseɾβaθjon	kuŋsɨɾəvɐsɐ̃ʊ̃	koːnsɛrwaːtɪoːnɛm
konserva	kɔ̃sɛʁve	konservare	konseɾβaɾ	kuŋsɨɾəvaɹ	koːnsɛrwaːrɛ
-	kɔ̃sjɛʁʒ	-	-	-	koːnsɛrwʊm
-	kɔ̃sideʁasjɔ̃	konsideratsione	konsiðeɾaθjon	kuŋsidɨɾɐsɐ̃ʊ̃	koːnsiːdɛraːtɪoːnɛm
-	kɔ̃siɲasjɔ̃	-	konsiɡnaθjon	kuŋsiɡnɐsɐ̃ʊ̃	koːnsɪŋnaːtɪoːnɛm
-	kɔ̃siɲe	konseɲare	konsiɡnaɾ	kuŋsiɡnaɹ	koːnsɪŋnaːrɛ
konsiliw	kɔ̃sɛj	konsiʎo	konsexo	kuŋseʎʊ	koːnsɪlɪʊm
konsista	kɔ̃siste	konsistere	konsistiɾ	kuŋsiʃtiɹ	koːnsɪstɛrɛ
-	kuzɛ̃	konsobrino	-	kuŋsubɹiɲʊ	koːnsoːbriːnʊm
-	kɔ̃solasjɔ̃	konsolatsione	konsolaθjon	kuŋsulɐsɐ̃ʊ̃	koːnsoːlaːtɪoːnɛm
-	kɔ̃sud	konsɔlida	-	-	koːnsɔlɪdam
-	kɔ̃solidasjɔ̃	konsolidatsione	konsoliðaθjo	kuŋsulidɐsɐ̃ʊ̃	koːnsɔlɪdaːtɪoːnɛm
konsolida	kɔ̃solide	konsolidare	konsoliðaɾ	kuŋsulidaɹ	koːnsɔlɪdaːrɛ
-	kɔ̃sole	-	konsolaɾ	kuŋsulaɹ	koːnsoːlaːriː
-	kɔ̃sone	konsonare	konsonaɾ	kuŋsuaɹ	koːnsɔnaːrɛ
-	kɔ̃sɔʁ	konsɔrte	konsoɾte	kuŋsɔɾətɨ	koːnsɔrtɛm
konspiɾatsje	kɔ̃spiʁasjɔ̃	kospiratsione	konspiɾaθjon	kuŋspiɾɐsɐ̃ʊ̃	koːnspiːraːtɪoːnɛm
konspiɾa	kɔ̃spiʁe	kospirare	konspiɾaɾ	kuŋspiɾaɹ	koːnspiːraːrɛ
skwipa	-	-	eskupiɾ	kuʃpiɹ	koːnspʊɛrɛ
-	-	-	-	kuŋspuɾəkaɹ	koːnspʊrkaːrɛ
-	kɔ̃stɑ̃s	-	konstanθja	-	koːnstantɪam
-	kɔ̃stitye	kostituire	konstitwiɾ	kuŋstituiɹ	koːnstɪtʊɛrɛ
-	kɔ̃stitysjɔ̃	kostitutsione	konstituθjon	kuŋstituɪsɐ̃ʊ̃	koːnstɪtuːtɪoːnɛm
-	kɔ̃stitytif	-	konstitutiβo	kuŋstitutivʊ	kɔnstɪtuːtɪwʊm
-	kɔ̃stʁiktœʁ	kostrittore	konstɾiktoɾ	-	koːnstrɪktoːrɛm
konstruj	kɔ̃stʁyiʁ	kostruire	konstɾuiɾ	kuŋstɹuiɹ	koːnstrʊɛrɛ
kostum	kutym	kostume	kostumbɾe	kuʃtumɨ	koːnsʊeːtuːdɪnɛm
-	kɔ̃syltasjɔ̃	konsultatsione	konsultaθjon	kuŋsuwtɐsɐ̃ʊ̃	koːnsʊltaːtɪoːnɛm
-	kɔ̃sɔmasjɔ̃	konsumatsione	konsumaθjon	kuŋsumɐsɐ̃ʊ̃	koːnsʊmmaːtɪoːnɛm
-	kɔ̃sɔme	-	konsumaɾ	kuŋsumaɹ	koːnsʊmmaːrɛ
-	kɔ̃syme	konsumere	konsumiɾ	kuŋsumiɹ	koːnsuːmɛrɛ
-	kɔ̃sɔ̃psjɔ̃	konsuntsione	konsunθjon	kuŋsũŋsɐ̃ʊ̃	koːnsuːmptɪoːnɛm
kɔase	kudʁ	kutʃire	koseɾ	kuzeɹ	koːnsʊɛrɛ
-	kɔ̃taminasjɔ̃	kontaminatsione	kontaminaθjon	kuŋtɐminɐsɐ̃ʊ̃	kɔntaːmɪnaːtɪoːnɛm
-	-	kontemperare	-	-	kɔntɛmpɛraːrɛ
-	kɔ̃tɑ̃ple	kontemplare	kontemplaɾ	-	kɔntɛmplaːriː
-	-	kontɛndere	kontendeɾ	kuŋteɪŋdeɹ	kɔntɛndɛrɛ
kontentsjune	kɔ̃tɑ̃sjɔ̃	kontentsione	kontenθjon	kuŋteɪŋsɐ̃ʊ̃	kɔntɛntɪoːnɛm
kontentsjos	kɔ̃tɑ̃sjø	kontentsiozo	kontenθjoso	kuŋteɪŋsiozʊ	kɔntɛntɪoːsʊm
kontent	kɔ̃tɑ̃	kontɛnto	kontɛnto	kuŋteɪŋtɨ	kɔntɛntʊm
-	kɔ̃tʁiʁ	-	-	-	kɔntɛrɛrɛ
-	kɔ̃tɛste	kontestare	kontestaɾ	kuŋtɨʃtaɹ	kɔntɛstaːriː
-	-	-	kontiɡnaθjon	-	kɔntɪŋnaːtɪoːnɛm
-	kɔ̃tinyasjɔ̃	kontinuatsione	kontinwaθjon	kuŋtinuɐsɐ̃ʊ̃	kɔntɪnʊaːtɪoːnɛm
kontinwu	kɔ̃tiny	kontinuo	kontinwo	kuŋtinuʊ	kɔntɪnʊʊm
-	-	-	-	kuŋsiunaɹ	koːntɪoːnaːriː
-	-	kontɔrtʃere	kontoɾθeɾ	kuŋtuɾəseɹ	kɔntɔrkweːrɛ
-	-	kontɔrto	-	-	kɔntɔrtʊm
-	kɔ̃tʁadiktœʁ	kontradditore	kontɾaðiktoɾ	kuŋtɹɐditoɹ	kɔntraːdɪktoːrɛm
kontrakta	kɔ̃tʁakte	kontrarre	kontɾaeɾ	kuŋtɹɐiɹ	kɔntrahɛrɛ
-	kɔ̃tʁəvniʁ	-	kontɾaβeniɾ	kuŋtɹɐviɹ	kɔntraːwɛniːrɛ
kutrejeɾa	-	-	kontɾiβulaɾ	-	kɔntrɪbʊlaːrɛ
-	kɔ̃tʁibye	kontribuire	kontɾiβwiɾ	kuŋtɹibuiɹ	kɔntrɪbʊɛrɛ
-	kɔ̃tʁiste	kontristare	kontɾistaɾ	kuŋtɹiʃtaɹ	kɔntriːstaːrɛ
-	kɔ̃tʁisjɔ̃	kontritsione	-	kuŋtɹisɐ̃ʊ̃	kɔntriːtɪoːnɛm
-	kɔ̃tʁi	kontrito	-	-	kɔntriːtʊm
kontroversə	kɔ̃tʁovɛʁs	kontrovɛrsia	kontɾoβeɾsja	kuŋtɹuvɛɾəsjɐ	kɔntroːwɛrsɪam
-	-	-	-	kuŋtɹuvɛɾəsʊ	kɔntroːwɛrsʊm
-	-	-	-	kuŋtubɨɾənɑl	kɔntʊbɛrnaːlɛm
-	-	-	-	kuŋtubɛɾənjʊ	kɔntʊbɛrnɪʊm
-	-	kontumatʃe	kontumaθ	kuŋtumaʃ	kɔntʊmaːkɛm
-	-	kontumɛlia	kontumelja	-	kɔntʊmeːlɪam
-	-	kontumeliozo	-	-	kɔntʊmeːlɪoːsʊm
-	-	konturbatsione	kontuɾβaθjon	kuŋtuɾəbɐsɐ̃ʊ̃	kɔntʊrbaːtɪoːnɛm
-	-	konturbare	kontuɾβaɾ	kuŋtuɾəbaɹ	kɔntʊrbaːrɛ
-	-	konnubio	-	-	koːnuːbɪʊm
kon	kɔ̃n	kono	kono	konɨ	koːnʊm
-	-	-	-	kuŋvɨliɹ	kɔnwɛllɛrɛ
konvenjentsə	kɔ̃vnɑ̃s	konvenjɛntsa	kombenjɛnθja	kuŋvɨnjeɪŋsjɐ	kɔnwɛnɪɛntɪam
konvenʲ	kɔ̃vniʁ	konvenire	kombeniɾ	-	kɔnwɛniːrɛ
-	kɔ̃vɛʁtiʁ	konvertire	kombeɾtiɾ	kuŋvɨɾəteɹ	kɔnwɛrtɛrɛ
konveks	kɔ̃vɛks	konvɛsso	kombekso	kuŋvɛksʊ	kɔnwɛksʊm
-	-	-	kombiθjo	kuŋvisjʊ	kɔnwiːkɪʊm
konviktsjune	kɔ̃viksjɔ̃	konvintsione	kombikθjon	kuŋvisɐ̃ʊ̃	kɔnwiːktɪoːnɛm
konviŋdʒe	kɔ̃vɛ̃kʁ	konvintʃere	kombenθeɾ	kuŋveɪŋseɹ	kɔnwɪŋkɛrɛ
-	kɔ̃viv	-	-	-	kɔnwiːwam
-	kɔ̃vokasjɔ̃	konvokatsione	kombokaθjon	kuŋvukɐsɐ̃ʊ̃	kɔnwɔkaːtɪoːnɛm
konvoka	kɔ̃voke	konvokare	kombokaɾ	kuŋvukaɹ	kɔnwɔkaːrɛ
-	kɔ̃vole	-	-	-	kɔnwɔlaːrɛ
-	-	konvoldʒere	-	-	kɔnwɔlwɛrɛ
-	kɔopeʁasjɔ̃	kooperatsione	koopeɾaθjon	kuupeɾɐsɐ̃ʊ̃	kɔɔpɛraːtɪoːnɛm
-	kuvɛʁtyʁ	kopertura	koβeɾtuɾa	kubɨɾətuɾɐ	kɔɔpɛrtuːram
-	kɔɔptasjɔ̃	-	-	-	kɔɔptaːtɪoːnɛm
-	-	-	kweβano	-	kɔpʰɪnʊm
-	-	-	kopja	-	koːpɪam
-	kopjø	kopiozo	kopjoso	-	koːpɪoːsʊm
kuplə	kupl	kɔppia	koβɾa	kɔbɹɐ	koːpʊlam
-	-	kopulatsione	kopulaθjon	kupulɐsɐ̃ʊ̃	koːpʊlaːtɪoːnɛm
kupla	kuple	kopulare	kopulaɾ	kupulaɹ	koːpʊlaːrɛ
-	kyizin	kutʃina	koθina	kuziɲɐ	kɔkwiːnam
-	kyizinje	kutʃinario	koθineɾo	kuziɲeɪɾʊ	kɔkwiːnaːrɪʊm
-	kyizine	kutʃinare	koθinaɾ	kuziɲaɹ	kɔkwiːnaːrɛ
kɔatʃe	kyiʁ	kuɔtʃere	koθeɾ	kuzeɹ	kɔkwɛrɛ
-	kɔk	kuɔko	-	-	kɔkwʊm
kor	kœʁ	kuɔre	kweɾ	koɹ	kɔr
-	kɔʁbɛj	korbɛllo	-	kuɾəbeʎɐ	kɔrbɛm
-	koʁjas	koriatʃeo	koɾjaθeo	kuɾiasiʊ	kɔrɪakɛʊm
-	koʁjɑ̃dʁ	koriandolo	koɾjandɾo	kueɪŋtɹʊ	kɔrɪandrʊm
-	kyiʁ	kuɔjo	kweɾo	kowɾʊ	kɔrɪʊm
-	-	kɔrnio	koɾneo	kɔɾəniʊ	kɔrnɛʊm
korn	kɔʁn	kɔrno	kweɾno	koɾənʊ	kɔrnuː
-	koʁoni	korɔnide	-	-	kɔroːnɪdɛm
kununa	kuʁɔne	koronare	koɾonaɾ	kuɾuaɹ	kɔroːnaːrɛ
-	-	korpuskolo	-	-	kɔrpʊskʊlʊm
koɾektor	koʁɛktœʁ	korrettore	korektoɾ	kuʁɨtoɹ	kɔrrɛktoːrɛm
kuɾea	kuʁwa	korredʒʒa	korea	kuʁeɪɐ	kɔrrɪɡɪam
-	-	korroboramento	-	-	kɔrroːbɔraːmɛntʊm
-	koʁode	korrɔdere	koroeɾ	kuʁueɹ	kɔrroːdɛrɛ
koɾozjune	koʁozjɔ̃	korrozione	korosjon	kuʁuzɐ̃ʊ̃	kɔrroːsɪoːnɛm
koɾupe	koʁɔ̃pʁ	korrompere	korompeɾ	kuʁumpeɹ	kɔrrʊmpɛrɛ
-	kʁule	krollare	-	-	kɔrrʊɛrɛ
kurte	kɔʁ	korte	koɾte	kɔɾətɨ	koːrtɛm
-	kɔʁs	korso	koɾso	koɾəsʊ	kɔrsʊm
-	-	kɔrtitʃe	koɾtʃo	kɔɾətisɨ	kɔrtɪkɛm
-	-	korruskatsione	-	-	kɔrʊskaːtɪoːnɛm
-	-	korruskare	koɾuskaɾ	-	kɔrʊskaːrɛ
-	-	korrusko	-	-	kɔrʊskʊm
-	kɔʁvin	korvino	koɾβino	kuɾəvinʊ	kɔrwiːnʊm
kute	kø	kɔte	koðon	-	koːtɛm
koʃ	-	kɔsso	koso	-	kɔssʊm
-	kote	kostato	kostaðo	kuʃtadʊ	kɔstaːtʊm
kotidjan	kotidjɛ̃	kwotidjano	kotiðjano	kutidiɐ̃nʊ	kɔtiːdɪaːnʊm
potɨrnike	-	kotɔrnitʃe	koðoɾniθ	kuduɾəniʃ	koːtʊrniːkɛm
-	koksal	koʃale	koksal	-	kɔksaːlɛm
-	-	-	koxo	koʃʊ	kɔksʊm
-	-	kalabrone	kambɾon	kɐ̃mbɹɐ̃ʊ̃	kraːbroːnɛm
-	-	krɛma	kɾema	-	kraːmʊm
krapulaɾe	-	krapula	kɾapula	kɹapulɐ	kraːpʊlam
-	-	-	-	kɹaʃtinʊ	kraːstɪnʊm
-	-	-	-	kɹɐtɛɾɐ	kraːteːram
-	-	ɡratitʃʃo	-	-	kraːtɪkɪʊm
-	ɡʁij	ɡratikola	kɾatikula	kɹɐtikulɐ	kraːtɪkʊlam
ɡratje	-	ɡrata	ɡɾaða	ɡɹadɨ	kraːtɛm
-	kʁeatʁis	kreatritʃe	-	-	krɛaːtriːkɛm
kreatuɾə	kʁeatyʁ	kreatura	kɾiatuɾa	kɹiɐtuɾɐ	krɛaːtuːram
-	-	-	-	kɹebɹʊ	kreːbrʊm
kredintsə	kʁwajɑ̃s	kredɛntsa	kɾeɛnθja	kɹeɪŋsɐ	kreːdɛntɪam
kredibil	kʁedibl	kredibile	kɾeiβle	kɹedivɛl	kreːdɪbɪlɛm
kredibilitate	kʁedibilite	kredibilita	kɾeðiβiliðad	kɹedibilidadɨ	kreːdɪbɪlɪtaːtɛm
kreditor	kʁeditœʁ	kreditore	kɾeeðoɾ	kɹɨdoɹ	kreːdɪtoːrɛm
-	-	kreditritʃe	-	-	kreːdɪtriːkɛm
krede	kʁwaʁ	kredere	kɾeeɾ	kɹeɹ	kreːdɛrɛ
kredul	kʁedyl	krɛdulo	kɾeðulo	kɹɛdulʊ	kreːdʊlʊm
-	kʁeme	kremare	kɾemaɾ	-	krɛmaːrɛ
krəpətuɾə	kʁəvyʁ	krepatura	-	kebɹɐduɾɐ	krɛpaːtuːram
-	-	-	kɾepito	-	krɛpɪtʊm
kretə	-	krɛta	kɾeta	kɹɛtɐ	kreːtam
tʃuɾa	kʁible	kribrare	kɾiβaɾ	kɹivaɹ	kriːbraːrɛ
tʃur	kʁibl	krivo	kɾiβo	kɹivʊ	kriːbrʊm
krimə	kʁim	krimine	kɾimen	kɹimɨ	kriːmɛn
kriminal	kʁiminɛl	kriminale	kɾiminal	kɹiminɑl	kriːmɪnaːlɛm
-	-	-	kɾiminaθjon	kɹiminɐsɐ̃ʊ̃	kriːmɪnaːtɪoːnɛm
inkrimina	ɛ̃kʁimine	inkriminare	inkɾiminaɾ	iŋkɹiminaɹ	ɪŋkriːmɪnaːrɛ
-	-	kriminozo	-	kɹiminozʊ	kriːmɪnoːsʊm
-	kʁɛ̃	krine	kɾin	kɹinɐ	kriːnɛm
krispa	kʁɛpe	krespare	kɾespaɾ	-	krɪspaːrɛ
-	kʁɛp	krespo	kɾespo	kɹeʃpʊ	krɪspʊm
-	-	krestato	-	-	krɪstaːtʊm
-	-	kritɛrio	kɾiteɾjo	-	krɪtɛrɪɔn
-	-	-	kɾitiko	kɹitikʊ	krɪtɪkʊm
-	kʁokys	-	kɾoko	-	krɔkʊm
-	-	krɔtalo	kɾotalo	-	krɔtalʊm
-	kʁysifɛʁ	krotʃifero	kɾuθifeɾo	kɹusifɨɾʊ	krʊkɪfɛrʊm
-	kʁyɛl	krudɛle	kɾuel	kɹuɛl	kruːdeːlɛm
-	kʁyote	krudelta	kɾuelðad	kɹuɨldadɨ	kruːdeːlɪtaːtɛm
-	-	krudita	-	-	kruːdɪtaːtɛm
krunta	-	kruentare	kɾuentaɾ	kɹueɪŋtaɹ	krʊɛntaːrɛ
krunt	-	kruɛnto	kɾuɛnto	kɹueɪŋtʊ	krʊɛntʊm
-	kʁyɔʁ	-	kɾuoɾ	kɹuoɹ	krʊoːrɛm
krustə	kʁut	-	kostɾa	kɹɔʃtɐ	krʊstam
-	kʁute	-	-	kɹɨʃtaɹ	krʊstaːrɛ
krustos	kʁutø	krostozo	kostɾoso	kɹuʃtozʊ	krʊstoːsʊm
-	-	krɔstolo	-	-	kruːstʊlʊm
-	-	-	kuβikulo	-	kʊbɪkʊlʊm
-	-	-	kuβil	kuvil	kʊbiːlɛ
-	kuve	kovare	-	-	kʊbaːrɛ
-	kykyl	kokɔlla	koɣuʎa	-	kʊkʊllam
kukuj	kul	kɔɡolo	koɣoʎo	kuɡulʊ	kʊkʊllʊm
-	kuku	kukulo	-	-	kʊkuːlʊm
kukumər	kɔ̃kɔ̃bʁ	kokomero	koɣombɾo	kuɡombɹʊ	kʊkʊmɛrɛm
kurkubetə	kuʁʒ	kukurbita	kukuɾβita	kukuɾəbitɐ	kʊkʊrbɪtam
-	-	kuj	kujo	kuʒʊ	kuːjʊm
-	kwɛt	koltritʃe	koltʃa	kolʃɐ	kʊlkɪtam
-	-	koltritʃe	-	-	kʊlkɪtram
-	kuzɛ̃	-	-	-	kʊlɪkɛm
-	kylinɛʁ	-	-	-	kʊliːnaːrɪʊm
-	-	kulmo	kolmo	kolmʊ	kʊlmʊm
kulpə	kulp	kolpa	kulpa	kuwpɐ	kʊlpam
-	-	-	kulpaɾ	kuwpaɹ	kʊlpaːrɛ
-	kuto	koltɛllo	kutʃiʎo	kutɛlʊ	kʊltɛllʊm
-	kutʁ	koltro	-	kuwtɹʊ	kʊltrʊm
-	-	kultore	kultoɾ	kuwtoɹ	kʊltoːrɛm
kult	kylt	kulto	kulto	kuwtʊ	kʊltʊm
kur	ky	kulo	kulo	ku	kuːlʊm
-	kɔ̃b	komba	-	kombɐ	kʊmbam
-	-	kumino	komino	kumiɲʊ	kʊmiːnʊm
-	kɔ̃ble	kumulare	kumulaɾ	kumulaɹ	kʊmʊlaːrɛ
-	-	kulla	kuna	-	kuːnam
ɨnkuja	koɲe	konjare	kuɲaɾ	kũɲaɹ	kʊnɛaːrɛ
-	kɔ̃	konno	koɲo	konɐ	kʊnnʊm
-	kypidite	kupidita	-	-	kʊpɪdɪtaːtɛm
-	kypid	-	-	-	kʊpɪdʊm
-	sipʁɛ	tʃiprɛsso	θipɾes	-	kʊprɛssʊm
kupru	kyivʁ	kupriko	koβɾe	kɔbɹɨ	kuːprʊm
kuɾə	kyʁ	kura	kuɾa	kuɾɐ	kuːram
kuɾətuɾə	-	kuratura	-	-	kuːraːtuːram
kuɾa	kyʁe	kurare	kuɾaɾ	kuɾaɹ	kuːraːrɛ
-	-	kurrikolo	kurikulo	kuʁikulʊ	kʊrrɪkʊlʊm
kurs	kuʁ	korso	koɾso	koɾəsʊ	kʊrsʊm
skurta	ekuʁte	skortare	koɾtaɾ	kuɾətaɹ	kʊrtaːrɛ
-	-	-	-	kuɾuw	kʊruːlɛm
-	-	kurvare	kuɾβaɾ	kuɾəvaɹ	kʊrwaːrɛ
-	-	-	koɾβo	-	kʊrwʊm
-	-	-	koskoxo	-	kʊskɔlɪʊm
-	siɲ	tʃiɲɲo	θisne	siʒnɨ	kyŋnʊm
-	-	tʃimaza	-	-	kymatɪʊm
-	-	-	-	kombɐ	kymbam
-	sɛ̃bal	tʃimbalo	θimbalo	-	kymbalʊm
-	-	tʃipɛro	-	-	kypeːrʊm
-	sitiz	-	θitiso	-	kytɪsʊm
-	-	-	-	demʊ	daɪmɔnɛm
-	-	-	demoniako	-	daɪmɔnɪakʊm
-	-	demɔniko	-	dɨmonikʊ	daɪmɔnɪkʊm
-	demɔ̃	demɔnio	demonjo	dɨmɔnjʊ	daɪmɔnɪʊm
-	dane	dannato	-	-	damnaːtʊm
damna	dane	dannare	daɲaɾ	dɐnaɹ	damnaːrɛ
dəunos	-	dannozo	daɲoso	dɐnozʊ	damnoːsʊm
-	de	dato	daðo	dadʊ	datʊm
datə	dat	data	daða	dadɐ	data
-	deɑ̃bylasjɔ̃	deambulatsione	deambulaθjon	diɐ̃mbulɐsɐ̃ʊ̃	dɛambʊlaːtɪoːnɛm
-	doʁe	dorare	doɾaɾ	duwɾaɹ	dɛaʊraːrɛ
-	-	-	-	dɨbɐkaɹ	deːbakkʰaːriː
-	-	debellare	deβelaɾ	-	deːbɛllaːrɛ
-	dəvwaʁ	dovere	deβeɾ	dɨveɹ	deːbeːrɛ
-	-	-	deβiliðad	-	deːbɪlɪtaːtɛm
-	debilite	-	deβilitaɾ	-	deːbɪlɪtaːrɛ
-	deblateʁe	-	-	-	dɛblatɛraːrɛ
-	-	dekalvatsione	dekalβaθjon	dɨkɑlvɐsɐ̃ʊ̃	deːkalwaːtɪoːnɛm
dekadə	dekad	dekade	dekaða	dɛkɐdɐ	dɛkaːdɛm
-	desede	detʃedere	-	-	deːkeːdɛrɛ
-	-	detʃempeda	-	-	dɛkɛmpɛdam
-	desɛptif	detʃettivo	-	-	dɛkɛptiːwʊm
-	-	detʃettɔrio	deθepptoɾjo	-	dɛkɛptoːrɪʊm
-	desɛʁne	detʃɛrnere	-	-	deːkɛrnɛrɛ
-	-	ditʃevole	-	-	dɛkɪbɪlɛm
detʃide	-	detʃidere	deθiðiɾ	dɨsidiɹ	deːkɪdɛrɛ
zetʃimal	desimal	detʃimale	deθimal	dɨsimɑl	dɛkɪmalɛm
-	desimasjɔ̃	detʃimatsione	-	-	dɛkɪmaːtɪoːnɛm
detʃima	desime	detʃimare	djeθmaɾ	dizimaɹ	dɛkɪmaːrɛ
-	dim	dɛtʃimo	djeθmo	dizimʊ	dɛkɪmʊm
-	desəvwaʁ	-	deθepθjonaɾ	dɨsɨpsiunaɹ	deːkɪpɛrɛ
-	deklame	deklamare	deklamaɾ	dɨklɐmaɹ	deːklaːmaːrɛ
deklina	dekline	deklinare	deklinaɾ	dɨklinaɹ	deːkliːnaːrɛ
-	dekliv	-	-	-	deːkliːwɛm
-	dekɔksjɔ̃	dekotsione	dekokθjon	dɨkusɐ̃ʊ̃	dɛkɔktɪoːnɛm
-	-	-	deɣoʎaɾ	dɨɡulaɹ	deːkɔllaːrɛ
-	dekoʁe	dekorare	dekoɾaɾ	dɨkuɾaɹ	dɛkɔraːrɛ
-	dekɔʁtike	-	-	-	deːkɔrtɪkaːrɛ
-	-	dekremento	dekɾemɛnto	-	deːkreːmɛntʊm
-	dekʁetal	dekretale	dekɾetal	dɨkɹɨtɑl	deːkreːtaːlɛm
dekret	dekʁɛ	dekrɛto	dekɾeto	dɨkɹɛtʊ	deːkreːtʊm
-	-	dekɔrrere	dekoreɾse	dɨkuʁeɹ	deːkʊrrɛrɛ
-	-	-	-	dɨkusɨ	dɛkʊssɛm
-	-	-	-	dɨkusaɹ	dɛkʊssaːrɛ
deda	-	-	-	-	deːdɛrɛ
deduktsie	dedyksjɔ̃	dedutsione	deðukθjon	dɨdusɐ̃ʊ̃	deːdʊktɪoːnɛm
-	defɛksjɔ̃	defetsione	defekθjon	dɨfɛsɐ̃ʊ̃	deːfɛktɪoːnɛm
