ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	sitasjɔ̃	-	-	sitɐsɐ̃ʊ̃	kɪtatɪonɛm
-	siteʁjœʁ	-	θiteɾjoɾ	-	kɪtɛrɪorɛm
tʃeteɾə	sitaʁ	tʃetra	θitaɾa	sitɐɾɐ	kɪtʰaram
-	sitaʁist	-	-	-	kɪtʰarɔɪdʊm
tʃivik	sivik	tʃiviko	θiβiko	-	kiwɪkʊm
-	klamœʁ	klamore	klamoɾ	klɐmoɹ	klamorɛm
-	-	-	-	ʃklɐɾɨseɹ	klareskɛrɛ
klaɾitate	klaʁte	klarita	klaɾiðad	klɐɾidadɨ	klarɪtatɛm
-	-	-	klaɾaɾ	-	klararɛ
-	klodikasjɔ̃	-	-	-	klaʊdɪkatɪonɛm
-	klodike	klaudikare	klaʊðikaɾ	-	klaʊdɪkarɛ
-	klo	kjudere	-	ʃowzʊ	klaʊdɛrɛ
-	-	kjavistɛllo	-	-	klaʊstɛllʊm
-	-	-	klausula	klaʊzulɐ	klaʊsʊlam
klisuɾə	klotyʁ	kjuzura	klaʊsuɾa	-	klaʊsuram
-	klavikɔʁd	klavikɔrdo	klaβikoɾðjo	-	klawikʰɔrdɪʊm
klavikulə	ʃəvil	klavikula	-	-	klawɪkʊlam
keje	kle	kjave	ʎaβe	ʃavɨ	klawɛm
-	klu	kjavo	klaβo	klavʊ	klawʊm
-	-	klementissimo	klementisimo	-	klementɪssɪmʊm
-	-	klessidra	-	-	klɛpsydram
-	klɛʁ	kjɛriko	kleɾiɣo	klɛɾiɡʊ	klerɪkʊm
-	-	klimateriko	-	klimɐtɛɾikʊ	klimakterɪkʊm
-	klinik	-	-	-	klinɪkʊm
-	-	kinare	-	-	klinarɛ
-	kaʃe	-	aɣatʃaɾse	kuɐtaɹ	kɔaktarɛ
-	kɔaɡylasjɔ̃	koaɡulatsione	koaɣulaθjon	kuɐɡulɐsɐ̃ʊ̃	kɔaɡʊlatɪonɛm
keaɡ	-	kaʎo	kwaxo	kuaʎʊ	kɔaɡʊlʊm
-	-	-	-	kuɐlɨseɹ	kɔaleskɛrɛ
-	-	-	-	kuɐɾətaɹ	kɔartarɛ
-	koʃnij	kotʃʃiniʎa	kotʃiniʎa	kuʃiniʎɐ	kɔkkɪnam
-	kɔky	kokwe	-	-	kɔkkʊm
koptuɾə	-	kottura	kotʃuɾa	-	kɔkturam
koditʃe	kɔd	kɔditʃe	koðiθe	kɔdisɨ	kodɪkɛm
-	kodisij	koditʃillo	koðiθilo	kudisilʊ	kodɪkɪllʊm
-	-	-	koeɾθeɾ	-	kɔɪrkerɛ
-	koɛʁsisjɔ̃	-	koeɾθjon	-	kɔɪrkɪtɪonɛm
-	-	kodʒitabondo	-	-	koɡɪtabʊndʊm
-	koʒitasjɔ̃	-	-	-	koɡɪtatɪonɛm
kumnat	koɲa	koɲato	kuɲaðo	-	kɔŋnatʊm
koɡnomen	koɲomɛn	koɲome	koɡnome	kuɡnomɨ	koŋnomɛn
kunɔaʃte	kɔnɛtʁ	konoʃere	konoθeɾ	kuɲɨseɹ	koŋnoskɛrɛ
-	koabite	koabitare	koaβitaɾ	-	kɔhabɪtarɛ
-	-	-	-	kuɨɾiɹ	kɔhaɪrerɛ
-	-	-	koiβiɾ	-	kɔhɪberɛ
-	-	-	koonestaɾ	-	kɔhɔnɛstarɛ
-	kuʁ	korte	koɾte	kɔɾətɨ	kɔhɔrtɛm
koit	-	-	-	koɪtʊ	kɔɪtʊm
-	ku	kolpo	ɡolpe	ɡɔwpɨ	kɔlapʰʊm
-	-	kollaudare	kolaʊðaɾ	-	kɔllaʊdarɛ
-	kɔlɛkt	kollɛtta	kolekta	kulɛtɐ	kɔllektam
kolektsie	kɔlɛksjɔ̃	kolletsione	kolekθjon	kulɨsɐ̃ʊ̃	kɔllektɪonɛm
-	-	-	kolektiβo	-	kɔllektiwʊm
-	-	kollɛdʒo	kolexjo	kulɛʒjʊ	kɔlleɡɪʊm
kolinə	kɔlin	kollina	kolina	kulinɐ	kɔllinam
-	-	kolle	koʎaðo	kɔlɨ	kɔllɛm
kulka	kuʃe	kollokare	kolɣaɾ	kulɡaɹ	kɔllɔkarɛ
-	-	kolludere	koluðiɾ	-	kɔlludɛrɛ
-	ku	kollo	kweʎo	kɔlʊ	kɔllʊm
-	kɔliʁ	kollirio	koliɾjo	kuliɾjʊ	kɔllyrɪʊm
-	kule	kolare	kolaɾ	kuaɹ	kɔlɛrɛ
kolonie	koloni	kolɔnia	kolonja	kulonjɐ	kɔlonɪam
-	kolɔ̃	kɔlono	kolono	kulonʊ	kɔlonʊm
koloɾa	koloʁe	kolorare	koloɾaɾ	kuluɾaɹ	kɔlorarɛ
-	kolɔstʁɔm	kolɔstro	kalostɾo	kuloʃtɹʊ	kɔlɔstram
-	kuløvʁ	-	kuleβɾa	-	kɔlʊbram
-	kolybʁɛ̃	kolubrino	-	kulubɹinʊ	kɔlʊbrinʊm
kolumbə	kolɔ̃b	kolomba	-	-	kɔlʊmbam
-	kolɔ̃bɛ̃	kolombino	kolumbino	-	kɔlʊmbinʊm
-	kolɔ̃b	kolombo	-	-	kɔlʊmbʊm
-	kulmɛl	kolumɛlla	-	kulumɛlɐ	kɔlʊmɛllam
-	-	komburere	-	-	kɔmburɛrɛ
-	-	-	komeɾ	kumeɹ	kɔmɛdɛrɛ
-	komis	komitsio	komiθjo	kumisjʊ	kɔmɪtɪʊm
-	kɔ̃ʒe	kommjato	-	-	kɔmmɛatʊm
-	kɔmemoʁasjɔ̃	kommemoratsione	konmemoɾaθjon	kumɨmuɾɐsɐ̃ʊ̃	kɔmmɛmɔratɪonɛm
-	kɔmɑ̃de	komandare	komandaɾ	-	kɔmmɛndarɛ
-	kɔmɑ̃tɛʁ	-	komentaɾjo	kumeɪŋtaɾjʊ	kɔmmɛntarɪʊm
komertʃjal	kɔmɛʁsjal	kommertʃale	komeɾθjal	kumɨɾəsiɑl	kɔmmɛrkɪalɛm
-	-	-	komeðiɾ	-	kɔmmetiri
-	-	kommizerare	-	-	kɔmmɪsɛrari
komisje	kɔmisjɔ̃	kommissione	komisjon	kumisɐ̃ʊ̃	kɔmmɪssɪonɛm
ɨnkumeta	kɔmɛtʁ	kommettere	kometeɾ	kumɨteɹ	kɔmmɪttɛrɛ
-	-	kɔmodo	komoðo	kɔmudʊ	kɔmmɔdʊm
-	kɔmosjɔ̃	kommotsione	konmoθjon	kumusɐ̃ʊ̃	kɔmmotɪonɛm
-	-	kommuɔvere	konmoβeɾ	kumuveɹ	kɔmmɔwerɛ
komunal	kɔmynal	-	komunal	kumunɑl	kɔmmunalɛm
-	kɔmynjɔ̃	komunione	komunjon	kumũɲɐ̃ʊ̃	kɔmmunirɛ
komun	kɔmœ̃	komune	komun	kumũŋ	kɔmmunɛm
komuta	kɔmye	kommutare	konmutaɾ	kumutaɹ	kɔmmutarɛ
-	-	-	-	komʊ	komɛrɛ
-	-	-	-	kompɐɹ	kɔmparɛm
-	-	kompratore	kompɾaðoɾ	kumpɹɐdoɹ	kɔmparatorɛm
-	kɔ̃paʁɛtʁ	komparire	kompaɾeθeɾ	kumpɐɾɨseɹ	kɔmparerɛ
-	kɔ̃pasibl	-	kompasiβle	-	kɔmpassɪbɪlɛm
-	kɔ̃pɛʁ	kompare	kompaðɾe	kumpadɹɨ	kɔmpatrɛm
-	-	-	kompeleɾ	kumpɨliɹ	kɔmpɛllɛrɛ
kompensatsje	kɔ̃pɑ̃sasjɔ̃	kompensatsione	kompensaθjon	kumpeɪŋsɐsɐ̃ʊ̃	kɔmpensatɪonɛm
kompensa	kɔ̃pɑ̃se	kompensare	kompensaɾ	kumpeɪŋsaɹ	kɔmpensarɛ
kompetentsə	kɔ̃petɑ̃s	kompetɛntsa	kompetɛnθja	kumpɨteɪŋsjɐ	kɔmpɛtɛntɪam
kompetitsje	kɔ̃petisjɔ̃	kompetitsione	kompetiθjon	kumpɨtisɐ̃ʊ̃	kɔmpɛtitɪonɛm
kompetitor	kɔ̃petitœʁ	kompetitore	kompetiðoɾ	kumpɨtidoɹ	kɔmpɛtitorɛm
-	kɔ̃pete	kompetere	kompetiɾ	kumpɨtiɹ	kɔmpɛtɛrɛ
-	kɔ̃pilasjɔ̃	kompilatsione	kompilaθjon	kumpilɐsɐ̃ʊ̃	kɔmpilatɪonɛm
-	-	-	-	kompitʊ	kɔmpɪtʊm
-	kɔ̃plɛʁ	kompjatʃɛre	komplaθeɾ	kumpɹɐzeɹ	kɔmplakerɛ
komplement	kɔ̃plemɑ̃	komplemento	-	-	kɔmplemɛntʊm
kumplʲ	akɔ̃pliʁ	kompjere	kumpliɾ	kũmpɹiɹ	kɔmplerɛ
-	kɔ̃plesjɔ̃	-	-	-	kɔmpletɪonɛm
-	-	kompletivo	kompletiβo	kumplɨtivʊ	kɔmpletiwʊm
komplet	kɔ̃plɛ	komplɛto	kompleto	kumplɛtʊ	kɔmpletʊm
-	-	-	-	kumpleɪsɐ̃ʊ̃	kɔmplɛksɪonɛm
komplikatsje	kɔ̃plikasjɔ̃	komplikatsione	komplikaθjon	kumplikɐsɐ̃ʊ̃	kɔmplɪkatɪonɛm
kompune	kɔ̃poze	kompɔrre	komponeɾ	kumpoɹ	kɔmponɛrɛ
-	kɔ̃pɔʁte	komportare	kompoɾtaɾ	kumpuɾətaɹ	kɔmpɔrtarɛ
kuprinde	kɔ̃pʁɑ̃dʁ	komprɛndere	kompɾendeɾ	kumpɹieɪŋdeɹ	kɔmprɛhɛndɛrɛ
-	-	-	kompɾensiβle	kumpɹieɪŋsivɛl	kɔmprɛhɛnsɪbɪlɛm
-	kɔ̃pʁime	komprimere	kompɾimiɾ	kumpɹimiɹ	kɔmprɪmɛrɛ
-	-	-	kompɾoβaɾ	-	kɔmprɔbarɛ
-	kɔ̃pʁomɛtʁ	kompromettere	kompɾometeɾ	kumpɹumɨteɹ	kɔmpromɪttɛrɛ
kompunktsjune	kɔ̃pɔ̃ksjɔ̃	kompuntsione	kompunθjon	kumpũŋsɐ̃ʊ̃	kɔmpʊŋktɪonɛm
-	kɔ̃pwɛ̃dʁ	kompundʒere	kompuŋxiɾ	-	kɔmpʊŋɡɛrɛ
-	-	-	kontaɾ	kuŋtaɹ	kɔmpʊtarɛ
-	-	konatsione	-	-	konatɪonɛm
-	-	konato	-	-	konatʊm
-	-	konkatenare	konkatenaɾ	-	kɔŋkatenarɛ
konkav	kɔ̃kav	kɔnkavo	konkaβo	koŋkɐvʊ	kɔŋkawʊm
-	kɔ̃sede	kontʃedere	konθeðeɾ	-	kɔŋkedɛrɛ
-	-	kontʃettuale	-	-	kɔŋkɛptʊalɛm
-	kɔ̃sɛʁne	kontʃɛrnere	konθeɾniɾ	kuŋsɨɾəniɹ	kɔŋkɛrnɛrɛ
-	kɔ̃ʃ	konka	kontʃa	koŋʃɐ	kɔŋkʰam
-	kɔ̃si	kontʃizo	konθiso	kuŋsizʊ	kɔŋkɪdɛrɛ
-	kɔ̃siljabyl	kontʃiliabolo	konθiljaβulo	kuŋsiliabulʊ	kɔŋkɪlɪabʊlʊm
-	kɔ̃silje	konsiʎare	konsexaɾ	-	kɔŋkɪlɪarɛ
-	kɔ̃sil	konsiʎo	konsexo	-	kɔŋkɪlɪʊm
-	-	kontʃinnita	konθiniðad	-	kɔŋkɪnnɪtatɛm
-	-	kontʃitatsione	konθitaθjon	kuŋsitɐsɐ̃ʊ̃	kɔŋkɪtatɪonɛm
-	-	konklamato	-	-	kɔŋklamatʊm
-	kɔ̃klame	konklamare	-	-	kɔŋklamarɛ
konkide	kɔ̃klyʁ	konkludere	konkluiɾ	kuŋkluiɹ	kɔŋkludɛrɛ
-	kɔ̃komitɑ̃	-	-	-	kɔŋkɔmɪtari
-	kɔ̃kɔʁd	konkɔrdia	konkoɾðja	-	kɔŋkɔrdɪam
-	-	konkreʃere	-	-	kɔŋkreskɛrɛ
-	kɔ̃kʁesjɔ̃	konkretsione	konkɾeθjon	-	kɔŋkretɪonɛm
-	-	-	konkulkaθjon	-	kɔŋkʊlkatɪonɛm
-	-	konkulkare	konkulkaɾ	-	kɔŋkʊlkarɛ
-	kɔ̃kuʁiʁ	konkɔrrere	konkuriɾ	kuŋkuʁeɹ	kɔŋkʊrrɛrɛ
konkurs	kɔ̃kuʁ	konkorso	konkuɾso	kuŋkuɾəsʊ	kɔŋkʊrsʊm
-	kɔ̃kysjɔ̃	-	konkusjon	-	kɔŋkʊssɪonɛm
-	-	kondannatsione	kondenaθjon	kuŋdɨnɐsɐ̃ʊ̃	kɔndɛmnatɪonɛm
-	kɔ̃dɑ̃sasjɔ̃	kondensatsione	kondensaθjon	kuŋdensɐsɐ̃ʊ̃	kɔndensatɪonɛm
kondensa	kɔ̃dɑ̃se	kondensare	kondensaɾ	kuŋdeɪŋsaɹ	kɔndensarɛ
-	kɔ̃dɛsɑ̃dʁ	kondiʃɛndere	kondesθendeɾ	kuŋdɨseɪŋdeɹ	kɔndeskɛndɛrɛ
konditsje	kɔ̃disjɔ̃	konditsione	kondiθjon	kuŋdisɐ̃ʊ̃	kɔndɪkɪonɛm
-	kɔ̃disjɔnɛl	-	-	-	kɔndɪkɪonalɛm
-	ekɔ̃dyiʁ	-	kondeθiɾ	kuŋdizeɹ	kɔndikɛrɛ
-	kɔ̃diɲ	-	kondiɡno	-	kɔndɪŋnʊm
-	-	-	kondimɛnto	-	kɔndimɛntʊm
-	-	-	kondiɾ	-	kɔndirɛ
-	-	-	kondiɾ	-	kɔndɛrɛ
-	kɔ̃dulwaʁ	kondolersi	kondoleɾ	kuŋdueɹ	kɔndɔlerɛ
-	-	kondonare	kondonaɾ	-	kɔndonarɛ
kondutʃe	kɔ̃dyiʁ	kondurre	konduθiɾ	kuŋduziɹ	kɔndukɛrɛ
konduktsie	kɔ̃dyksjɔ̃	kondutsione	kondukθjon	kuŋdusɐ̃ʊ̃	kɔndʊktɪonɛm
-	kɔnɛkte	konnettere	konektaɾ	kunɛtaɹ	konɛktɛrɛ
-	kɔnɛksjɔ̃	-	koneksjon	-	konɛksɪonɛm
konfektsie	kɔ̃fɛksjɔ̃	konfetsione	komfekθjon	kuŋfeɪsɐ̃ʊ̃	konfɛktɪonɛm
-	kɔ̃feʁe	konferire	komfeɾiɾ	kuŋfɨɾiɹ	konfɛrrɛ
-	kɔ̃fɛʁv	-	-	-	konfɛrwam
-	kɔ̃fɛsœʁ	konfessore	komfesoɾ	kuŋfɨsoɹ	konfɛssorɛm
-	kɔ̃fiʁ	-	-	-	konfɪkɛrɛ
-	kɔ̃fidɑ̃s	-	-	-	konfidɛntɪam
konfja	kɔ̃fje	konfidare	komfjaɾ	kuŋfiaɹ	konfidɛrɛ
-	kɔ̃fɛ̃	konfine	komfin	kuŋfiŋ	kɔnfinɛm
-	kɔ̃fiʁmasjɔ̃	konfermatsione	komfiɾmaθjon	kuŋfiɾəmɐsɐ̃ʊ̃	konfɪrmatɪonɛm
-	kɔ̃fiske	konfiskare	komfiskaɾ	kuŋfiʃkaɹ	konfɪskarɛ
-	kɔ̃fɛse	-	komfesaɾ	kuŋfɨsaɹ	konfɪteri
konflikt	kɔ̃fli	konflitto	komflikto	kuŋflitʊ	konflɪktʊm
-	ɡɔ̃fle	ɡonfjare	-	-	konflarɛ
-	kɔ̃flyɑ̃	-	-	-	konflʊɛntɛm
-	kɔ̃flye	konfluire	komfluiɾ	kuŋfluiɹ	konflʊɛrɛ
-	kɔ̃fedeʁasjɔ̃	konfederatsione	komfeðeɾaθjon	kuŋfɨdɨɾɐsɐ̃ʊ̃	konfɔɪdɛratɪonɛm
-	-	konfederare	-	-	konfɔɪdɛrarɛ
-	kɔ̃fɔʁm	konforme	komfoɾme	kuŋfɔɾəmɨ	konformɛm
-	kɔ̃fɔʁme	-	-	-	konformarɛ
-	kɔ̃fɔʁte	-	-	-	konfɔrtarɛ
konfunda	kɔ̃fɔ̃dʁ	konfondere	komfundiɾ	kuŋfũŋdiɹ	konfʊndɛrɛ
konfuzje	kɔ̃fyzjɔ̃	konfuzione	komfusjon	kuŋfuzɐ̃ʊ̃	konfusɪonɛm
-	kɔ̃fyte	konfutare	komfutaɾ	-	konfutarɛ
-	-	ɡroŋɡo	koŋɡɾio	koŋɡɹʊ	kɔŋɡrʊm
-	kɔ̃ʒɛʁ	-	-	-	kɔŋɡɛrɪɛm
-	kɔ̃ʒ	kondʒo	koŋxjo	koŋʒjʊ	kɔŋɡɪʊm
-	kɔ̃ɡʁeʒe	koŋɡreɡare	koŋɡɾeɣaɾ	kuŋɡɹɨɡaɹ	kɔŋɡrɛɡarɛ
-	kɔ̃ɡʁy	-	koŋɡɾuo	-	kɔŋɡrʊʊm
ɨnkonʒuɾa	-	-	-	-	kɔŋɡyrarɛ
-	kɔ̃ʒyɡe	konjuɡare	koŋxuɣaɾ	kuŋʒuɡaɹ	kɔnɪʊɡarɛ
-	kɔ̃ʒwɛ̃dʁ	kondʒundʒere	-	kuŋʒũŋʒiɹ	kɔnɪʊŋɡɛrɛ
-	kɔ̃ʒyʁasjɔ̃	kondʒuratsione	koŋxuɾaθjon	kuŋʒuɾɐsɐ̃ʊ̃	kɔnɪuratɪonɛm
-	-	kondʒuratore	-	-	kɔnɪuratorɛm
-	-	kondʒurato	-	-	kɔnɪuratʊm
-	kɔ̃ʒyʁe	kondʒurare	koŋxuɾaɾ	kuŋʒuɾaɹ	kɔnɪurarɛ
-	kɔnive	-	-	-	koniwerɛ
-	kɔ̃ʒyɡɛzɔ̃	konjuɡatsione	koŋxuɣaθjon	kuŋʒuɡɐsɐ̃ʊ̃	kɔnjʊɡatɪonɛm
-	kɔnɛksjɔ̃	konnessione	koneksjon	kunɨksɐ̃ʊ̃	kɔnnɛksɪonɛm
-	kanope	konopɛo	-	kunupeʊ	konopeʊm
kutʃeɾʲi	kɔ̃keʁiʁ	-	konkeɾiɾ	-	kɔŋkwirɛrɛ
-	kɔ̃sɑ̃ɡinite	-	konsaŋɡiniðad	kuŋsɐ̃ŋɡwinidadɨ	konsaŋɡwɪnɪtatɛm
konʃtijntsə	kɔ̃sjɑ̃s	koʃɛntsa	konsθjɛnθja	kuŋsjeɪŋsjɐ	konskɪɛntɪam
-	-	kɔnʃo	-	koŋsiʊ	konskɪʊm
-	kɔ̃skʁi	-	-	-	konskriptʊm
-	kɔ̃sekʁasjɔ̃	konsakratsione	-	-	konsɛkratɪonɛm
konsimtsʲ	kɔ̃sɑ̃tiʁ	konsentire	konsentiɾ	kuŋseɪŋtiɹ	konsɛntirɛ
konsekventsə	kɔ̃sekɑ̃s	konseɡwɛntsa	konsekwɛnθja	kuŋsɨkweɪŋsjɐ	konsɛkwɛntɪam
-	-	konseɡwire	konseɣiɾ	kuŋsɨɡiɹ	konsɛkwi
-	kɔ̃sɛʁvasjɔ̃	konservatsione	konseɾβaθjon	kuŋsɨɾəvɐsɐ̃ʊ̃	konsɛrwatɪonɛm
konserva	kɔ̃sɛʁve	konservare	konseɾβaɾ	kuŋsɨɾəvaɹ	konsɛrwarɛ
-	kɔ̃sjɛʁʒ	-	-	-	konsɛrwʊm
-	kɔ̃sideʁasjɔ̃	konsideratsione	konsiðeɾaθjon	kuŋsidɨɾɐsɐ̃ʊ̃	konsidɛratɪonɛm
-	kɔ̃siɲasjɔ̃	-	konsiɡnaθjon	kuŋsiɡnɐsɐ̃ʊ̃	konsɪŋnatɪonɛm
-	kɔ̃siɲe	konseɲare	konsiɡnaɾ	kuŋsiɡnaɹ	konsɪŋnarɛ
konsiliw	kɔ̃sɛj	konsiʎo	konsexo	kuŋseʎʊ	konsɪlɪʊm
konsista	kɔ̃siste	konsistere	konsistiɾ	kuŋsiʃtiɹ	konsɪstɛrɛ
-	kuzɛ̃	konsobrino	-	kuŋsubɹiɲʊ	konsobrinʊm
-	kɔ̃solasjɔ̃	konsolatsione	konsolaθjon	kuŋsulɐsɐ̃ʊ̃	konsolatɪonɛm
-	kɔ̃sud	konsɔlida	-	-	konsɔlɪdam
-	kɔ̃solidasjɔ̃	konsolidatsione	konsoliðaθjo	kuŋsulidɐsɐ̃ʊ̃	konsɔlɪdatɪonɛm
konsolida	kɔ̃solide	konsolidare	konsoliðaɾ	kuŋsulidaɹ	konsɔlɪdarɛ
-	kɔ̃sole	-	konsolaɾ	kuŋsulaɹ	konsolari
-	kɔ̃sone	konsonare	konsonaɾ	kuŋsuaɹ	konsɔnarɛ
-	kɔ̃sɔʁ	konsɔrte	konsoɾte	kuŋsɔɾətɨ	konsɔrtɛm
konspiɾatsje	kɔ̃spiʁasjɔ̃	kospiratsione	konspiɾaθjon	kuŋspiɾɐsɐ̃ʊ̃	konspiratɪonɛm
konspiɾa	kɔ̃spiʁe	kospirare	konspiɾaɾ	kuŋspiɾaɹ	konspirarɛ
skwipa	-	-	eskupiɾ	kuʃpiɹ	konspʊɛrɛ
-	-	-	-	kuŋspuɾəkaɹ	konspʊrkarɛ
-	kɔ̃stɑ̃s	-	konstanθja	-	konstantɪam
-	kɔ̃stitye	kostituire	konstitwiɾ	kuŋstituiɹ	konstɪtʊɛrɛ
-	kɔ̃stitysjɔ̃	kostitutsione	konstituθjon	kuŋstituɪsɐ̃ʊ̃	konstɪtutɪonɛm
-	kɔ̃stitytif	-	konstitutiβo	kuŋstitutivʊ	kɔnstɪtutɪwʊm
-	kɔ̃stʁiktœʁ	kostrittore	konstɾiktoɾ	-	konstrɪktorɛm
konstruj	kɔ̃stʁyiʁ	kostruire	konstɾuiɾ	kuŋstɹuiɹ	konstrʊɛrɛ
kostum	kutym	kostume	kostumbɾe	kuʃtumɨ	konsʊetudɪnɛm
-	kɔ̃syltasjɔ̃	konsultatsione	konsultaθjon	kuŋsuwtɐsɐ̃ʊ̃	konsʊltatɪonɛm
-	kɔ̃sɔmasjɔ̃	konsumatsione	konsumaθjon	kuŋsumɐsɐ̃ʊ̃	konsʊmmatɪonɛm
-	kɔ̃sɔme	-	konsumaɾ	kuŋsumaɹ	konsʊmmarɛ
-	kɔ̃syme	konsumere	konsumiɾ	kuŋsumiɹ	konsumɛrɛ
-	kɔ̃sɔ̃psjɔ̃	konsuntsione	konsunθjon	kuŋsũŋsɐ̃ʊ̃	konsumptɪonɛm
kɔase	kudʁ	kutʃire	koseɾ	kuzeɹ	konsʊɛrɛ
-	kɔ̃taminasjɔ̃	kontaminatsione	kontaminaθjon	kuŋtɐminɐsɐ̃ʊ̃	kɔntamɪnatɪonɛm
-	-	kontemperare	-	-	kɔntɛmpɛrarɛ
-	kɔ̃tɑ̃ple	kontemplare	kontemplaɾ	-	kɔntɛmplari
-	-	kontɛndere	kontendeɾ	kuŋteɪŋdeɹ	kɔntɛndɛrɛ
kontentsjune	kɔ̃tɑ̃sjɔ̃	kontentsione	kontenθjon	kuŋteɪŋsɐ̃ʊ̃	kɔntɛntɪonɛm
kontentsjos	kɔ̃tɑ̃sjø	kontentsiozo	kontenθjoso	kuŋteɪŋsiozʊ	kɔntɛntɪosʊm
kontent	kɔ̃tɑ̃	kontɛnto	kontɛnto	kuŋteɪŋtɨ	kɔntɛntʊm
-	kɔ̃tʁiʁ	-	-	-	kɔntɛrɛrɛ
-	kɔ̃tɛste	kontestare	kontestaɾ	kuŋtɨʃtaɹ	kɔntɛstari
-	-	-	kontiɡnaθjon	-	kɔntɪŋnatɪonɛm
-	kɔ̃tinyasjɔ̃	kontinuatsione	kontinwaθjon	kuŋtinuɐsɐ̃ʊ̃	kɔntɪnʊatɪonɛm
kontinwu	kɔ̃tiny	kontinuo	kontinwo	kuŋtinuʊ	kɔntɪnʊʊm
-	-	-	-	kuŋsiunaɹ	kontɪonari
-	-	kontɔrtʃere	kontoɾθeɾ	kuŋtuɾəseɹ	kɔntɔrkwerɛ
-	-	kontɔrto	-	-	kɔntɔrtʊm
-	kɔ̃tʁadiktœʁ	kontradditore	kontɾaðiktoɾ	kuŋtɹɐditoɹ	kɔntradɪktorɛm
kontrakta	kɔ̃tʁakte	kontrarre	kontɾaeɾ	kuŋtɹɐiɹ	kɔntrahɛrɛ
-	kɔ̃tʁəvniʁ	-	kontɾaβeniɾ	kuŋtɹɐviɹ	kɔntrawɛnirɛ
kutrejeɾa	-	-	kontɾiβulaɾ	-	kɔntrɪbʊlarɛ
-	kɔ̃tʁibye	kontribuire	kontɾiβwiɾ	kuŋtɹibuiɹ	kɔntrɪbʊɛrɛ
-	kɔ̃tʁiste	kontristare	kontɾistaɾ	kuŋtɹiʃtaɹ	kɔntristarɛ
-	kɔ̃tʁisjɔ̃	kontritsione	-	kuŋtɹisɐ̃ʊ̃	kɔntritɪonɛm
-	kɔ̃tʁi	kontrito	-	-	kɔntritʊm
kontroversə	kɔ̃tʁovɛʁs	kontrovɛrsia	kontɾoβeɾsja	kuŋtɹuvɛɾəsjɐ	kɔntrowɛrsɪam
-	-	-	-	kuŋtɹuvɛɾəsʊ	kɔntrowɛrsʊm
-	-	-	-	kuŋtubɨɾənɑl	kɔntʊbɛrnalɛm
-	-	-	-	kuŋtubɛɾənjʊ	kɔntʊbɛrnɪʊm
-	-	kontumatʃe	kontumaθ	kuŋtumaʃ	kɔntʊmakɛm
-	-	kontumɛlia	kontumelja	-	kɔntʊmelɪam
-	-	kontumeliozo	-	-	kɔntʊmelɪosʊm
-	-	konturbatsione	kontuɾβaθjon	kuŋtuɾəbɐsɐ̃ʊ̃	kɔntʊrbatɪonɛm
-	-	konturbare	kontuɾβaɾ	kuŋtuɾəbaɹ	kɔntʊrbarɛ
-	-	konnubio	-	-	konubɪʊm
kon	kɔ̃n	kono	kono	konɨ	konʊm
-	-	-	-	kuŋvɨliɹ	kɔnwɛllɛrɛ
konvenjentsə	kɔ̃vnɑ̃s	konvenjɛntsa	kombenjɛnθja	kuŋvɨnjeɪŋsjɐ	kɔnwɛnɪɛntɪam
konvenʲ	kɔ̃vniʁ	konvenire	kombeniɾ	-	kɔnwɛnirɛ
-	kɔ̃vɛʁtiʁ	konvertire	kombeɾtiɾ	kuŋvɨɾəteɹ	kɔnwɛrtɛrɛ
konveks	kɔ̃vɛks	konvɛsso	kombekso	kuŋvɛksʊ	kɔnwɛksʊm
-	-	-	kombiθjo	kuŋvisjʊ	kɔnwikɪʊm
konviktsjune	kɔ̃viksjɔ̃	konvintsione	kombikθjon	kuŋvisɐ̃ʊ̃	kɔnwiktɪonɛm
konviŋdʒe	kɔ̃vɛ̃kʁ	konvintʃere	kombenθeɾ	kuŋveɪŋseɹ	kɔnwɪŋkɛrɛ
-	kɔ̃viv	-	-	-	kɔnwiwam
-	kɔ̃vokasjɔ̃	konvokatsione	kombokaθjon	kuŋvukɐsɐ̃ʊ̃	kɔnwɔkatɪonɛm
konvoka	kɔ̃voke	konvokare	kombokaɾ	kuŋvukaɹ	kɔnwɔkarɛ
-	kɔ̃vole	-	-	-	kɔnwɔlarɛ
-	-	konvoldʒere	-	-	kɔnwɔlwɛrɛ
-	kɔopeʁasjɔ̃	kooperatsione	koopeɾaθjon	kuupeɾɐsɐ̃ʊ̃	kɔɔpɛratɪonɛm
-	kuvɛʁtyʁ	kopertura	koβeɾtuɾa	kubɨɾətuɾɐ	kɔɔpɛrturam
-	kɔɔptasjɔ̃	-	-	-	kɔɔptatɪonɛm
-	-	-	kweβano	-	kɔpʰɪnʊm
-	-	-	kopja	-	kopɪam
-	kopjø	kopiozo	kopjoso	-	kopɪosʊm
kuplə	kupl	kɔppia	koβɾa	kɔbɹɐ	kopʊlam
-	-	kopulatsione	kopulaθjon	kupulɐsɐ̃ʊ̃	kopʊlatɪonɛm
kupla	kuple	kopulare	kopulaɾ	kupulaɹ	kopʊlarɛ
-	kyizin	kutʃina	koθina	kuziɲɐ	kɔkwinam
